# ID_V                   ID_I                      RA             DEC
  0861.609_0577.245V     0860.641_0577.177i   17:41:01.684   -53:38:33.70
  0861.721_0797.278V     0860.927_0797.251i   17:41:01.557   -53:36:44.43
  0862.199_0645.151V     0861.429_0645.094i   17:41:01.676   -53:37:59.98
  0862.247_0377.498V     0861.421_0377.503i   17:41:01.840   -53:40:12.90
  0862.396_0412.420V     0861.566_0412.382i   17:41:01.827   -53:39:55.56
  0863.146_0061.311V     0862.404_0061.244i   17:41:02.081   -53:42:49.93
  0863.305_0113.271V     0862.440_0113.214i   17:41:02.059   -53:42:24.12
  0863.463_0296.155V     0862.687_0295.974i   17:41:01.957   -53:40:53.29
  0864.226_0306.740V     0863.286_0306.640i   17:41:01.993   -53:40:48.03
  0864.361_0274.668V     0862.834_0274.268i   17:41:02.020   -53:41:03.96
  0864.714_0629.699V     0863.813_0629.754i   17:41:01.825   -53:38:07.64
  0864.858_0315.360V     0864.041_0315.296i   17:41:02.023   -53:40:43.75
  0865.034_0840.344V     0864.219_0840.355i   17:41:01.716   -53:36:23.02
  0865.816_0431.466V     0864.961_0431.383i   17:41:02.007   -53:39:46.08
  0866.421_0213.500V     0865.562_0213.517i   17:41:02.172   -53:41:34.33
  0866.666_0325.677V     0865.740_0325.640i   17:41:02.118   -53:40:38.61
  0866.922_0036.700V     0866.146_0036.740i   17:41:02.307   -53:43:02.13
  0867.118_0519.612V     0866.278_0519.585i   17:41:02.026   -53:39:02.30
  0867.318_0805.990V     0866.520_0805.996i   17:41:01.864   -53:36:40.07
  0867.657_0545.598V     0867.003_0545.590i   17:41:02.041   -53:38:49.39
  0868.261_0618.003V     0867.490_0618.165i   17:41:02.031   -53:38:13.43
  0868.435_0885.105V     0867.608_0885.073i   17:41:01.879   -53:36:00.77
  0868.443_0382.406V     0867.611_0382.252i   17:41:02.183   -53:40:10.43
  0868.585_0184.106V     0867.778_0184.096i   17:41:02.311   -53:41:48.91
  0868.771_0880.142V     0867.960_0880.104i   17:41:01.901   -53:36:03.24
  0868.902_0079.401V     0868.112_0079.415i   17:41:02.392   -53:42:40.91
  0869.063_0678.959V     0868.189_0678.971i   17:41:02.039   -53:37:43.15
  0869.740_0703.920V     0868.873_0703.964i   17:41:02.061   -53:37:30.75
  0870.423_0406.574V     0869.403_0406.658i   17:41:02.279   -53:39:58.42
  0870.474_0102.741V     0869.645_0102.717i   17:41:02.466   -53:42:29.31
  0871.017_0613.711V     0870.141_0613.871i   17:41:02.187   -53:38:15.54
  0871.046_0353.229V     0870.196_0353.203i   17:41:02.346   -53:40:24.91
  0871.575_0532.199V     0870.932_0532.104i   17:41:02.267   -53:38:56.02
  0872.499_0725.948V     0871.659_0725.952i   17:41:02.202   -53:37:19.79
  0872.810_0687.563V     0871.755_0687.553i   17:41:02.243   -53:37:38.86
  0872.885_0601.225V     0872.097_0601.156i   17:41:02.299   -53:38:21.73
  0873.150_0192.287V     0872.293_0192.265i   17:41:02.561   -53:41:44.83
  0873.154_0953.312V     0872.361_0953.382i   17:41:02.101   -53:35:26.87
  0873.255_0459.225V     0872.463_0459.192i   17:41:02.406   -53:39:32.25
  0873.283_0054.594V     0872.574_0054.552i   17:41:02.652   -53:42:53.21
  0873.796_0248.502V     0872.867_0248.519i   17:41:02.563   -53:41:16.90
  0874.464_0666.732V     0873.466_0666.569i   17:41:02.347   -53:37:49.19
  0874.532_1020.762V     0873.759_1020.644i   17:41:02.137   -53:34:53.37
  0875.255_0597.589V     0874.472_0597.503i   17:41:02.433   -53:38:23.53
  0875.276_0435.489V     0874.331_0435.523i   17:41:02.533   -53:39:44.03
  0875.483_0290.083V     0874.688_0290.171i   17:41:02.633   -53:40:56.24
  0875.702_0240.595V     0874.670_0240.312i   17:41:02.675   -53:41:20.82
  0876.161_0299.333V     0875.302_0299.292i   17:41:02.665   -53:40:51.65
  0876.964_0334.659V     0875.888_0334.583i   17:41:02.688   -53:40:34.10
  0876.995_0387.293V     0876.121_0387.270i   17:41:02.658   -53:40:07.96
  0877.079_0415.741V     0876.104_0415.761i   17:41:02.646   -53:39:53.83
  0877.212_0342.311V     0876.176_0342.273i   17:41:02.697   -53:40:30.30
  0877.956_0130.202V     0877.091_0130.174i   17:41:02.868   -53:42:15.63
  0878.318_0429.008V     0877.469_0428.985i   17:41:02.707   -53:39:47.23
  0878.475_1013.284V     0877.620_1013.237i   17:41:02.362   -53:34:57.06
  0878.854_1147.533V     0878.100_1147.465i   17:41:02.302   -53:33:50.39
  0878.943_1104.009V     0878.239_1103.931i   17:41:02.333   -53:34:12.00
  0879.176_0555.541V     0878.337_0555.481i   17:41:02.678   -53:38:44.39
  0879.390_0438.682V     0878.561_0438.649i   17:41:02.761   -53:39:42.42
  0879.492_0166.530V     0878.640_0166.463i   17:41:02.932   -53:41:57.58
  0879.629_0307.758V     0878.659_0307.743i   17:41:02.854   -53:40:47.44
  0879.758_0540.389V     0878.941_0540.335i   17:41:02.720   -53:38:51.91
  0879.911_0525.266V     0879.049_0525.253i   17:41:02.737   -53:38:59.42
  0879.943_0764.248V     0879.066_0764.318i   17:41:02.594   -53:37:00.73
  0880.319_0185.466V     0879.467_0185.441i   17:41:02.966   -53:41:48.18
  0880.780_0685.862V     0879.947_0685.844i   17:41:02.688   -53:37:39.66
  0881.156_0257.780V     0880.437_0257.728i   17:41:02.969   -53:41:12.26
  0881.157_0470.500V     0880.223_0470.487i   17:41:02.840   -53:39:26.61
  0881.613_0740.090V     0880.818_0740.129i   17:41:02.702   -53:37:12.72
  0881.770_0273.233V     0880.917_0273.218i   17:41:02.994   -53:41:04.58
  0881.853_0221.386V     0881.490_0221.412i   17:41:03.030   -53:41:30.33
  0882.248_0419.174V     0881.386_0419.098i   17:41:02.932   -53:39:52.10
  0882.271_1047.665V     0881.285_1047.680i   17:41:02.553   -53:34:39.96
  0882.842_0442.859V     0881.994_0443.095i   17:41:02.951   -53:39:40.33
  0883.183_0314.915V     0882.446_0314.845i   17:41:03.048   -53:40:43.87
  0883.791_0961.751V     0882.686_0962.042i   17:41:02.689   -53:35:22.62
  0884.039_0356.537V     0883.101_0356.555i   17:41:03.070   -53:40:23.19
  0884.192_0580.129V     0883.303_0580.150i   17:41:02.943   -53:38:32.15
  0884.194_0202.084V     0883.376_0202.040i   17:41:03.173   -53:41:39.90
  0884.209_0834.761V     0883.424_0834.773i   17:41:02.790   -53:36:25.69
  0884.580_0606.086V     0883.705_0606.091i   17:41:02.949   -53:38:19.26
  0884.620_0560.413V     0883.719_0560.402i   17:41:02.979   -53:38:41.94
  0884.628_0819.177V     0883.803_0819.178i   17:41:02.822   -53:36:33.43
  0885.071_0505.788V     0884.175_0505.779i   17:41:03.037   -53:39:09.07
  0885.596_0857.998V     0884.774_0858.021i   17:41:02.853   -53:36:14.14
  0885.911_0570.054V     0885.022_0569.910i   17:41:03.045   -53:38:37.14
  0885.942_0595.966V     0885.076_0595.854i   17:41:03.031   -53:38:24.28
  0886.273_0336.059V     0885.599_0335.865i   17:41:03.208   -53:40:33.35
  0886.825_0479.623V     0885.911_0479.669i   17:41:03.151   -53:39:22.05
  0886.949_0672.728V     0886.122_0672.713i   17:41:03.041   -53:37:46.15
  0887.485_1037.688V     0886.623_1037.932i   17:41:02.849   -53:34:44.89
  0887.881_0394.020V     0886.932_0393.893i   17:41:03.262   -53:40:04.56
  0887.997_0105.414V     0887.197_0105.436i   17:41:03.445   -53:42:27.89
  0888.379_0550.935V     0887.497_0551.185i   17:41:03.195   -53:38:46.63
  0888.484_0777.732V     0887.573_0777.726i   17:41:03.063   -53:36:53.99
  0888.573_0251.874V     0887.744_0251.850i   17:41:03.388   -53:41:15.15
  0889.091_0136.460V     0888.263_0136.436i   17:41:03.487   -53:42:12.47
  0889.270_0752.557V     0888.481_0752.720i   17:41:03.122   -53:37:06.49
  0890.257_0847.430V     0889.361_0847.311i   17:41:03.119   -53:36:19.37
  0890.754_0571.365V     0889.448_0571.432i   17:41:03.315   -53:38:36.47
  0891.661_0535.174V     0890.873_0535.277i   17:41:03.388   -53:38:54.44
  0891.699_0403.710V     0890.861_0403.691i   17:41:03.470   -53:39:59.73
  0892.092_0443.427V     0891.279_0443.403i   17:41:03.468   -53:39:40.00
  0892.172_0701.550V     0891.354_0701.564i   17:41:03.315   -53:37:31.80
  0892.176_1061.347V     0891.403_1061.207i   17:41:03.097   -53:34:33.12
  0892.290_0328.728V     0891.508_0328.669i   17:41:03.549   -53:40:36.96
  0892.338_0430.094V     0891.433_0430.118i   17:41:03.489   -53:39:46.62
  0892.392_0835.533V     0891.709_0835.498i   17:41:03.246   -53:36:25.26
  0892.412_1035.713V     0891.687_1035.672i   17:41:03.125   -53:34:45.85
  0892.616_1136.435V     0891.894_1136.359i   17:41:03.076   -53:33:55.82
  0892.915_0196.954V     0892.268_0197.020i   17:41:03.664   -53:41:42.40
  0893.522_0182.306V     0892.645_0182.105i   17:41:03.707   -53:41:49.67
  0893.647_1116.400V     0892.934_1116.349i   17:41:03.145   -53:34:05.77
  0893.935_0264.332V     0892.982_0264.301i   17:41:03.680   -53:41:08.93
  0894.106_0593.879V     0893.299_0593.884i   17:41:03.488   -53:38:25.27
  0894.228_0162.485V     0893.390_0162.476i   17:41:03.758   -53:41:59.51
  0894.371_0243.103V     0893.609_0243.060i   17:41:03.717   -53:41:19.47
  0895.415_0539.676V     0894.691_0539.922i   17:41:03.595   -53:38:52.18
  0895.456_0618.706V     0894.642_0618.885i   17:41:03.549   -53:38:12.93
  0896.082_0450.027V     0894.897_0450.176i   17:41:03.686   -53:39:36.70
  0896.677_0765.374V     0895.939_0765.517i   17:41:03.528   -53:37:00.08
  0897.123_0171.001V     0896.195_0170.613i   17:41:03.915   -53:41:55.27
  0897.459_0280.139V     0896.634_0280.125i   17:41:03.867   -53:41:01.06
  0898.202_0206.148V     0897.360_0206.138i   17:41:03.954   -53:41:37.81
  0898.552_0964.759V     0897.799_0964.725i   17:41:03.511   -53:35:21.05
  0898.797_0467.007V     0897.960_0466.912i   17:41:03.828   -53:39:28.25
  0898.904_0117.892V     0898.127_0117.693i   17:41:04.047   -53:42:21.63
  0898.955_0017.526V     0897.265_0017.416i   17:41:04.111   -53:43:11.48
  0899.287_0048.674V     0897.509_0048.606i   17:41:04.111   -53:42:56.01
  0900.346_0725.578V     0899.466_0725.651i   17:41:03.757   -53:37:19.83
  0900.579_0637.513V     0899.871_0637.532i   17:41:03.823   -53:38:03.56
  0900.969_1030.950V     0900.141_1030.902i   17:41:03.606   -53:34:48.17
  0901.408_0380.609V     0900.585_0380.728i   17:41:04.026   -53:40:11.15
  0901.472_0273.280V     0900.605_0273.272i   17:41:04.096   -53:41:04.45
  0901.602_0879.373V     0901.013_0879.229i   17:41:03.733   -53:36:03.44
  0901.699_0310.346V     0900.916_0310.285i   17:41:04.086   -53:40:46.04
  0901.919_0624.468V     0901.109_0624.484i   17:41:03.906   -53:38:10.03
  0902.230_1083.736V     0901.694_1083.566i   17:41:03.644   -53:34:21.94
  0902.566_0385.065V     0901.741_0385.086i   17:41:04.088   -53:40:08.93
  0902.984_0372.936V     0902.201_0372.914i   17:41:04.119   -53:40:14.95
  0903.629_0706.814V     0902.813_0706.839i   17:41:03.951   -53:37:29.13
  0903.797_0042.424V     0902.212_0042.336i   17:41:04.367   -53:42:59.09
  0904.157_0124.476V     0903.404_0124.271i   17:41:04.337   -53:42:18.34
  0904.637_0572.722V     0903.832_0572.818i   17:41:04.090   -53:38:35.72
  0904.998_1051.497V     0904.261_1051.465i   17:41:03.818   -53:34:37.94
  0905.414_0852.827V     0904.761_0852.851i   17:41:03.962   -53:36:16.60
  0905.744_0979.419V     0904.955_0979.442i   17:41:03.903   -53:35:13.73
  0906.140_0517.963V     0905.311_0517.888i   17:41:04.207   -53:39:02.90
  0906.187_0241.490V     0905.581_0241.299i   17:41:04.379   -53:41:20.21
  0906.195_0612.070V     0905.384_0612.065i   17:41:04.152   -53:38:16.17
  0906.438_0954.418V     0905.712_0954.428i   17:41:03.957   -53:35:26.14
  0906.852_0145.358V     0906.081_0145.310i   17:41:04.475   -53:42:07.95
  0907.534_0943.126V     0906.819_0943.018i   17:41:04.025   -53:35:31.75
  0907.902_0802.022V     0907.196_0801.892i   17:41:04.132   -53:36:41.82
  0908.916_0816.614V     0908.146_0816.646i   17:41:04.179   -53:36:34.57
  0909.037_0356.015V     0908.074_0355.905i   17:41:04.468   -53:40:23.32
  0909.539_0307.005V     0908.767_0306.983i   17:41:04.526   -53:40:47.66
  0909.880_0069.927V     0908.126_0069.880i   17:41:04.690   -53:42:45.40
  0910.276_0721.504V     0909.497_0721.586i   17:41:04.313   -53:37:21.80
  0911.047_0832.476V     0910.126_0832.549i   17:41:04.289   -53:36:26.68
  0912.302_0464.204V     0911.495_0464.209i   17:41:04.584   -53:39:29.57
  0912.552_0864.806V     0911.682_0864.692i   17:41:04.353   -53:36:10.62
  0912.769_0367.062V     0912.130_0366.834i   17:41:04.670   -53:40:17.81
  0913.130_0325.857V     0912.320_0325.813i   17:41:04.715   -53:40:38.27
  0913.330_0332.666V     0912.499_0332.588i   17:41:04.722   -53:40:34.89
  0914.680_1106.149V     0914.068_1106.043i   17:41:04.324   -53:34:10.74
  0915.190_0358.326V     0914.377_0358.300i   17:41:04.810   -53:40:22.14
  0915.595_0456.132V     0914.741_0456.117i   17:41:04.773   -53:39:33.56
  0915.691_0153.122V     0914.910_0153.158i   17:41:04.964   -53:42:04.05
  0916.017_0162.753V     0915.184_0162.729i   17:41:04.977   -53:41:59.26
  0916.093_0914.436V     0915.322_0914.456i   17:41:04.520   -53:35:45.95
  0916.793_0260.353V     0915.968_0260.357i   17:41:04.960   -53:41:10.79
  0916.848_0431.112V     0915.977_0431.137i   17:41:04.858   -53:39:45.98
  0917.068_0192.469V     0916.275_0192.473i   17:41:05.017   -53:41:44.50
  0917.144_0341.041V     0916.346_0340.913i   17:41:04.930   -53:40:30.71
  0917.675_0200.525V     0916.834_0200.551i   17:41:05.046   -53:41:40.49
  0918.631_1032.271V     0918.045_1032.294i   17:41:04.590   -53:34:47.41
  0918.784_0290.095V     0918.017_0290.019i   17:41:05.053   -53:40:56.00
  0918.808_0379.109V     0917.928_0379.143i   17:41:05.000   -53:40:11.80
  0919.041_0247.532V     0918.260_0247.461i   17:41:05.094   -53:41:17.14
  0919.320_0684.651V     0918.581_0684.620i   17:41:04.841   -53:37:40.05
  0919.728_1120.416V     0919.174_1120.245i   17:41:04.597   -53:34:03.63
  0920.136_0590.428V     0919.273_0590.679i   17:41:04.944   -53:38:26.84
  0920.182_0393.345V     0919.272_0393.239i   17:41:05.068   -53:40:04.72
  0920.711_0401.165V     0919.057_0400.940i   17:41:05.093   -53:40:00.83
  0921.671_1111.706V     0920.968_1111.625i   17:41:04.711   -53:34:07.95
  0921.847_0068.631V     0919.799_0068.618i   17:41:05.361   -53:42:45.97
  0922.230_0531.902V     0921.396_0531.910i   17:41:05.097   -53:38:55.89
  0922.325_0125.755V     0921.610_0125.742i   17:41:05.352   -53:42:17.60
  0922.393_0168.061V     0921.404_0168.086i   17:41:05.330   -53:41:56.59
  0922.827_0046.338V     0921.069_0046.243i   17:41:05.429   -53:42:57.04
  0923.747_0413.696V     0923.029_0413.567i   17:41:05.255   -53:39:54.59
  0924.214_0099.059V     0923.772_0098.737i   17:41:05.474   -53:42:30.85
  0924.416_0399.750V     0923.574_0399.724i   17:41:05.301   -53:40:01.51
  0924.768_0092.909V     0924.005_0092.862i   17:41:05.509   -53:42:33.90
  0925.094_0460.192V     0924.218_0460.377i   17:41:05.301   -53:39:31.49
  0925.114_0652.597V     0924.966_0653.635i   17:41:05.184   -53:37:55.94
  0925.965_0920.582V     0925.140_0920.645i   17:41:05.067   -53:35:42.84
  0926.781_0645.466V     0925.994_0645.399i   17:41:05.282   -53:37:59.47
  0926.957_0625.887V     0927.293_0624.957i   17:41:05.303   -53:38:09.19
  0927.247_0236.465V     0926.414_0236.438i   17:41:05.559   -53:41:22.59
  0928.088_0810.106V     0927.254_0810.210i   17:41:05.253   -53:36:37.70
  0928.240_0064.819V     0926.326_0064.793i   17:41:05.721   -53:42:47.83
  0928.298_0312.020V     0927.419_0311.967i   17:41:05.572   -53:40:45.06
  0928.301_0521.866V     0927.446_0521.894i   17:41:05.442   -53:39:00.85
  0928.342_0219.250V     0927.522_0219.196i   17:41:05.631   -53:41:31.14
  0928.349_0829.474V     0927.600_0829.483i   17:41:05.256   -53:36:28.08
  0928.878_0683.530V     0928.117_0683.509i   17:41:05.375   -53:37:40.55
  0928.989_0396.667V     0928.592_0396.468i   17:41:05.558   -53:40:03.02
  0929.410_0318.009V     0928.551_0317.955i   17:41:05.630   -53:40:42.08
  0929.431_0871.833V     0928.629_0871.811i   17:41:05.290   -53:36:07.03
  0929.736_0105.100V     0928.861_0105.155i   17:41:05.780   -53:42:27.82
  0929.793_0595.204V     0928.975_0595.205i   17:41:05.481   -53:38:24.42
  0930.381_0694.675V     0929.562_0694.676i   17:41:05.452   -53:37:35.01
  0930.432_0098.720V     0929.731_0098.877i   17:41:05.822   -53:42:30.98
  0930.858_0660.855V     0929.978_0660.855i   17:41:05.500   -53:37:51.80
  0931.134_0630.589V     0930.326_0630.556i   17:41:05.534   -53:38:06.83
  0931.265_0022.507V     0929.511_0022.337i   17:41:05.916   -53:43:08.83
  0931.334_0081.810V     0929.425_0082.032i   17:41:05.883   -53:42:39.38
  0931.453_0328.573V     0930.653_0328.515i   17:41:05.738   -53:40:36.82
  0931.786_0843.761V     0931.077_0843.775i   17:41:05.439   -53:36:20.96
  0931.823_1097.012V     0931.267_1096.929i   17:41:05.286   -53:34:15.19
  0931.888_1038.428V     0931.253_1038.260i   17:41:05.325   -53:34:44.28
  0933.013_0883.438V     0932.326_0883.469i   17:41:05.483   -53:36:01.25
  0933.779_0923.506V     0932.920_0923.525i   17:41:05.501   -53:35:41.35
  0934.070_0235.316V     0933.359_0235.280i   17:41:05.942   -53:41:23.13
  0934.090_0369.215V     0933.238_0369.332i   17:41:05.860   -53:40:16.63
  0934.104_0270.790V     0933.190_0270.814i   17:41:05.922   -53:41:05.51
  0934.188_0015.270V     0932.355_0015.124i   17:41:06.084   -53:43:12.41
  0934.682_0628.020V     0933.925_0628.015i   17:41:05.733   -53:38:08.09
  0934.743_0896.298V     0934.040_0896.297i   17:41:05.572   -53:35:54.85
  0936.998_0284.544V     0936.098_0284.487i   17:41:06.075   -53:40:58.66
  0937.161_0423.232V     0938.200_0423.474i   17:41:05.998   -53:39:49.78
  0937.523_0383.497V     0936.694_0383.453i   17:41:06.043   -53:40:09.51
  0938.111_0883.808V     0937.324_0883.811i   17:41:05.767   -53:36:01.04
  0940.145_0228.107V     0939.313_0228.187i   17:41:06.286   -53:41:26.67
  0940.213_0313.102V     0939.368_0313.061i   17:41:06.237   -53:40:44.46
  0942.347_0628.096V     0941.518_0628.188i   17:41:06.161   -53:38:08.01
  0943.077_0447.148V     0942.468_0447.042i   17:41:06.314   -53:39:37.87
  0943.421_0724.249V     0942.781_0724.402i   17:41:06.162   -53:37:20.25
  0944.278_0191.194V     0943.360_0191.009i   17:41:06.540   -53:41:44.98
  0944.456_0662.974V     0943.643_0662.942i   17:41:06.258   -53:37:50.68
  0945.005_0675.301V     0944.171_0675.285i   17:41:06.281   -53:37:44.55
  0945.322_0691.209V     0944.537_0691.267i   17:41:06.289   -53:37:36.65
  0945.504_0964.917V     0944.816_0964.737i   17:41:06.130   -53:35:20.72
  0945.596_0143.310V     0944.942_0143.474i   17:41:06.643   -53:42:08.76
  0945.817_0712.055V     0945.081_0711.970i   17:41:06.303   -53:37:26.30
  0946.044_0732.237V     0945.220_0732.320i   17:41:06.304   -53:37:16.27
  0946.409_0435.159V     0945.604_0435.087i   17:41:06.508   -53:39:43.81
  0947.531_0302.044V     0946.709_0301.917i   17:41:06.653   -53:40:49.91
  0947.689_0893.984V     0946.871_0894.096i   17:41:06.295   -53:35:55.93
  0947.709_0908.067V     0946.898_0908.027i   17:41:06.288   -53:35:48.94
  0947.755_0297.600V     0946.982_0297.478i   17:41:06.668   -53:40:52.12
  0947.777_0610.072V     0946.873_0609.951i   17:41:06.476   -53:38:16.93
  0947.828_0345.928V     0946.989_0345.906i   17:41:06.642   -53:40:28.12
  0947.867_0183.207V     0947.411_0183.118i   17:41:06.745   -53:41:48.93
  0948.239_0104.284V     0947.518_0104.210i   17:41:06.815   -53:42:28.12
  0949.633_0240.041V     0948.929_0239.559i   17:41:06.809   -53:41:20.69
  0949.988_0598.124V     0949.173_0598.121i   17:41:06.607   -53:38:22.85
  0950.327_0667.128V     0949.615_0666.988i   17:41:06.583   -53:37:48.58
